season,week,home_team,away_team,home_score,away_score,home_pass_yds,away_pass_yds,home_rush_yds,away_rush_yds,home_giveaways,away_giveaways,neutral
2025,17,ATL,LA,27,24,126,248,219,115,0,3,0
2025,17,NYJ,NE,10,42,143,285,164,155,1,0,0
2025,17,TEN,NO,26,34,228,320,108,103,1,1,0
2025,17,LV,NYG,10,34,168,188,63,155,2,0,0
2025,17,BUF,PHI,12,13,211,108,120,82,1,0,0
2025,17,CLE,PIT,13,6,184,160,78,131,2,0,0
2025,17,CAR,SEA,10,27,40,125,99,163,2,2,0
2025,17,MIA,TB,20,17,153,327,145,53,0,3,0
2025,18,LA,ARI,37,20,252,238,143,79,0,2,0
2025,18,PIT,BAL,26,24,290,222,100,137,0,1,0
2025,18,TB,CAR,16,14,198,266,140,19,1,3,0
2025,18,CIN,CLE,18,20,222,82,142,118,2,1,0
2025,18,NYG,DAL,34,17,219,143,161,143,1,2,0
2025,18,CHI,DET,16,19,205,311,65,122,1,1,0
2025,18,MIN,GB,16,3,226,-7,137,128,1,0,0
2025,18,HOU,IND,38,30,205,278,134,76,0,3,0
2025,18,LV,KC,14,12,86,84,118,84,2,2,0
2025,18,DEN,LAC,19,3,124,104,116,113,0,2,0
2025,18,NE,MIA,38,10,214,117,243,63,0,2,0
2025,18,ATL,NO,19,17,159,232,49,108,1,2,0
2025,18,BUF,NYJ,35,8,259,53,211,69,0,0,0
2025,18,SF,SEA,3,13,120,181,53,180,1,0,0
2025,18,JAX,TEN,41,7,255,117,64,77,0,1,0
2025,18,PHI,WAS,17,24,227,131,80,143,1,2,0
